Rk,Team,Date,xG,Cmp,TklW,Subs,Recov,Live,GCA,TotDist,SCA,Rec,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,xG,npxG,xGD,npxGD,xAG,xA,G-xG,np:G-xG,A-xAG,npxG/Sh,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,Cmp,Att,Cmp%,KP,1/3,PPA,CrsPA,PrgP,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive,PassDead,TO,Sh,Fld,Def,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Rec,PrgR,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Off,Blocks,Subs,Mn/Sub,Off,PKwon,PKcon,OG,Recov,Match Report
11,Chelsea,2017-08-12,1.5,468,8,3,44,526,4,2566,37,467,,Burnley,eng Premier League,L 2-3,2,3,-1,62,2,0,0,0,1.5,1.5,+0.9,+0.9,1.3,0.9,+0.5,+0.5,+0.7,0.08,19,0.11,0.33,6,31.6,21.3,1,468,568,82.4,14,34,5,1,48,8246,2448,210,225,93.3,192,220,87.3,49,90,54.4,37,29,2,2,2,2,0,4,4,0,0,0,0,0,394,2566,1440,25,17,4,17,5,467,48,467,48,394,2566,1440,25,17,4,17,5,10,8,6,3,1,1,3,33.3,2,6,1,5,9,19,23,0,526,40,11,0,5,26,13,8,2,5,0,2,9,3,35,2,0,0,0,44,Match Report
12,Liverpool,2017-08-12,2.6,386,15,3,44,470,5,1860,25,381,@,Watford,eng Premier League,D 3-3,3,3,0,54,2,1,1,0,2.6,1.8,+0.5,-0.2,1.8,0.6,+0.4,+0.2,+0.2,0.14,13,0.15,0.50,4,30.8,13.9,0,386,527,73.2,12,25,10,1,40,7313,2909,141,178,79.2,197,243,81.1,41,84,48.8,25,16,4,1,2,2,0,5,3,0,0,1,1,0,302,1860,1058,22,16,4,16,14,381,40,381,40,302,1860,1058,22,16,4,16,14,20,15,12,7,1,6,17,35.3,11,12,1,11,11,31,25,0,470,56,15,2,3,14,27,3,2,1,0,1,14,3,5,1,1,0,0,44,Match Report
13,Brighton,2017-08-12,0.3,146,8,3,42,198,0,737,9,144,,Manchester City,eng Premier League,L 0-2,0,2,-2,23,0,0,0,0,0.3,0.3,-1.7,-1.7,0.1,0.2,-0.3,-0.3,-0.1,0.05,6,0.00,0.00,2,33.3,18.1,0,146,248,58.9,2,9,1,0,5,3001,1685,64,91,70.3,48,68,70.6,26,65,40.0,9,3,1,0,4,1,0,0,0,0,0,0,0,0,126,737,366,3,5,1,2,8,144,4,144,4,126,737,366,3,5,1,2,8,10,8,9,1,0,6,12,50.0,6,10,5,5,12,22,43,1,198,44,9,0,1,8,18,3,2,1,0,6,7,3,38,6,0,0,1,42,Match Report
14,Huddersfield,2017-08-12,1.5,230,19,3,43,297,4,1060,14,226,@,Crystal Palace,eng Premier League,W 3-0,3,0,+3,45,2,0,0,0,1.5,1.5,+0.4,+0.4,1.3,0.9,+0.5,+0.5,+0.7,0.17,9,0.22,0.33,6,66.7,16.3,0,230,356,64.6,6,15,4,1,18,4581,2165,93,121,76.9,87,125,69.6,37,85,43.5,14,8,4,1,1,0,0,4,3,1,0,0,0,0,167,1060,452,12,8,5,7,18,226,17,226,17,167,1060,452,12,8,5,7,18,28,19,15,10,3,5,23,21.7,18,12,3,9,9,37,32,0,297,57,7,1,1,14,30,9,5,0,1,2,11,3,19,2,0,0,0,43,Match Report
15,Southampton,2017-08-12,2.0,468,10,3,58,523,0,2171,54,466,,Swansea City,eng Premier League,D 0-0,0,0,0,60,0,0,0,0,2.0,2.0,+1.7,+1.7,1.7,1.5,-2.0,-2.0,-1.7,0.07,29,0.00,0.00,2,6.9,17.8,1,468,580,80.7,23,42,19,7,66,7716,2455,244,267,91.4,169,204,82.8,39,74,52.7,54,44,3,1,4,1,1,0,0,0,0,0,0,0,445,2171,1202,24,19,5,13,9,466,66,466,66,445,2171,1202,24,19,5,13,9,12,10,5,7,0,2,6,33.3,4,8,2,6,12,24,11,0,523,57,13,1,5,35,26,13,9,1,0,0,17,3,16,0,0,0,0,58,Match Report
16,Swansea City,2017-08-12,0.3,301,8,3,41,343,0,897,6,298,@,Southampton,eng Premier League,D 0-0,0,0,0,40,0,0,0,0,0.3,0.3,-1.7,-1.7,0.2,0.1,-0.3,-0.3,-0.2,0.07,4,0.00,,0,0.0,15.6,0,301,392,76.8,3,18,2,1,24,6361,2373,104,121,86.0,142,170,83.5,52,92,56.5,6,4,0,1,1,0,0,0,0,0,0,0,0,0,152,897,446,5,4,1,11,10,298,24,298,24,152,897,446,5,4,1,11,10,11,8,5,4,2,2,8,25.0,6,25,11,14,8,19,41,1,343,48,10,0,5,8,15,0,0,0,0,1,6,3,11,1,0,0,0,41,Match Report
17,Manchester Utd,2017-08-13,2.1,442,8,3,56,486,7,1999,39,437,,West Ham,eng Premier League,W 4-0,4,0,+4,55,4,0,0,0,2.1,2.1,+1.6,+1.6,1.9,2.2,+1.9,+1.9,+2.1,0.10,21,0.19,0.80,5,23.8,18.3,0,442,538,82.2,16,35,8,2,42,7647,2869,215,241,89.2,167,188,88.8,46,79,58.2,39,29,3,4,1,1,1,7,5,1,0,0,1,0,355,1999,1169,29,19,12,11,13,437,42,437,42,355,1999,1169,29,19,12,11,13,14,8,3,6,5,2,5,40.0,3,6,1,5,11,25,21,0,486,51,11,9,6,20,21,11,1,6,0,1,9,3,10,1,0,0,0,56,Match Report
18,Tottenham,2017-08-13,2.5,663,11,3,46,708,4,2609,30,660,@,Newcastle Utd,eng Premier League,W 2-0,2,0,+2,72,2,0,0,0,2.5,2.5,+1.7,+1.7,1.9,1.3,-0.5,-0.5,+0.1,0.14,18,0.11,0.33,6,33.3,19.0,0,663,756,87.7,14,45,13,1,65,11479,3340,289,306,94.4,318,342,93.0,46,77,59.7,30,22,3,2,1,1,1,4,4,0,0,0,0,0,530,2609,1466,25,24,2,13,5,660,65,660,65,530,2609,1466,25,24,2,13,5,16,11,8,6,2,2,6,33.3,4,5,0,5,5,21,26,0,708,47,8,5,1,19,26,7,2,1,0,1,14,3,14,1,0,0,0,46,Match Report
19,West Ham,2017-08-13,0.5,331,16,3,55,377,0,1483,17,327,@,Manchester Utd,eng Premier League,L 0-4,0,4,-4,45,0,0,0,0,0.5,0.5,-1.6,-1.6,0.4,0.5,-0.5,-0.5,-0.4,0.05,9,0.00,0.00,1,11.1,17.8,0,331,433,76.4,7,24,6,0,36,5924,2231,145,167,86.8,125,152,82.2,41,80,51.3,17,14,1,2,0,0,0,0,0,0,0,0,0,0,287,1483,727,9,8,0,10,12,327,36,327,36,287,1483,727,9,8,0,10,12,21,16,12,7,2,8,31,25.8,23,14,8,6,12,33,27,1,377,52,20,1,1,14,13,1,0,1,0,4,7,3,24,4,0,0,0,55,Match Report
20,Newcastle Utd,2017-08-13,0.8,186,9,3,43,243,0,1199,10,185,,Tottenham,eng Premier League,L 0-2,0,2,-2,28,0,0,0,0,0.8,0.8,-1.7,-1.7,0.7,0.2,-0.8,-0.8,-0.7,0.13,6,0.00,0.00,2,33.3,11.9,0,186,296,62.8,5,13,4,1,17,3510,1574,80,104,76.9,72,96,75.0,25,70,35.7,10,7,1,0,1,1,0,0,0,0,0,0,0,0,189,1199,627,11,10,4,8,13,185,17,185,17,189,1199,627,11,10,4,8,13,12,9,9,3,0,6,16,37.5,10,17,7,10,8,20,33,0,243,51,10,3,2,19,26,5,3,1,0,2,9,3,52,2,0,0,0,43,Match Report
21,Southampton,2017-08-19,2.1,505,7,3,56,570,6,2365,28,500,,West Ham,eng Premier League,W 3-2,3,2,+1,66,1,2,2,0,2.1,0.5,+0.1,-1.5,0.4,0.9,+0.9,+0.5,+0.6,0.04,12,0.08,0.33,3,25.0,23.6,0,505,613,82.4,11,36,14,1,74,8014,2842,259,289,89.6,213,245,86.9,23,61,37.7,28,24,1,1,0,2,0,6,4,0,0,0,2,0,466,2365,1499,29,29,4,9,9,500,74,500,74,466,2365,1499,29,29,4,9,9,10,7,5,5,0,2,8,25.0,6,8,2,6,8,18,21,1,570,42,8,0,3,26,16,7,0,3,2,1,6,3,16,1,2,0,0,56,Match Report
22,Arsenal,2017-08-19,1.5,674,11,3,51,733,0,3481,33,673,@,Stoke City,eng Premier League,L 0-1,0,1,-1,76,0,0,0,0,1.5,1.5,+0.8,+0.8,1.3,1.8,-1.5,-1.5,-1.3,0.08,18,0.00,0.00,6,33.3,18.1,0,674,785,85.9,13,58,24,7,85,11064,3623,319,353,90.4,298,323,92.3,44,76,57.9,33,21,4,2,3,1,2,0,0,0,0,0,0,0,606,3481,1891,32,35,4,14,15,673,85,673,85,606,3481,1891,32,35,4,14,15,15,11,7,4,4,5,12,41.7,7,5,2,3,7,22,8,0,733,49,10,7,7,24,21,9,3,3,0,3,10,3,17,3,0,0,0,51,Match Report
23,Burnley,2017-08-19,1.3,406,8,2,33,481,0,1685,36,402,,West Brom,eng Premier League,L 0-1,0,1,-1,66,0,0,0,0,1.3,1.3,+0.4,+0.4,0.9,0.7,-1.3,-1.3,-0.9,0.06,20,0.00,,0,0.0,20.1,1,406,533,76.2,12,50,11,7,52,8150,3127,154,181,85.1,182,218,83.5,66,118,55.9,36,26,3,2,3,2,0,0,0,0,0,0,0,0,277,1685,1051,15,12,1,14,9,402,52,402,52,277,1685,1051,15,12,1,14,9,9,8,3,5,1,2,8,25.0,6,5,2,3,7,16,35,1,481,51,13,0,3,33,22,5,3,1,0,1,6,2,13,1,0,0,0,33,Match Report
24,Stoke City,2017-08-19,0.7,151,11,3,38,197,2,1117,19,146,,Arsenal,eng Premier League,W 1-0,1,0,+1,24,1,0,0,0,0.7,0.7,-0.8,-0.8,0.6,0.7,+0.3,+0.3,+0.4,0.06,11,0.09,0.25,4,36.4,15.4,0,151,243,62.1,8,13,5,2,16,3390,1900,63,80,78.8,57,81,70.4,29,71,40.8,19,9,3,2,3,2,0,2,2,0,0,0,0,0,141,1117,524,8,8,3,10,10,146,16,146,16,141,1117,524,8,8,3,10,10,19,11,13,5,1,4,20,20.0,16,14,6,8,8,27,37,1,197,42,14,2,3,10,13,2,1,0,0,4,3,3,29,4,0,0,0,38,Match Report
25,Crystal Palace,2017-08-19,0.7,198,11,3,53,255,0,1197,8,195,@,Liverpool,eng Premier League,L 0-1,0,1,-1,29,0,0,0,0,0.7,0.7,-1.8,-1.8,0.7,0.4,-0.7,-0.7,-0.7,0.18,4,0.00,0.00,1,25.0,15.6,1,198,305,64.9,3,28,5,0,22,4286,2412,89,107,83.2,61,91,67.0,45,95,47.4,8,4,1,1,0,2,0,0,0,0,0,0,0,0,231,1197,420,6,5,1,12,18,195,21,195,21,231,1197,420,6,5,1,12,18,21,11,11,8,2,4,17,23.5,13,16,5,11,29,50,28,1,255,46,12,0,1,6,20,2,0,0,0,4,4,3,13,4,0,0,0,53,Match Report
26,Watford,2017-08-19,2.4,295,13,3,53,346,3,1633,35,294,@,Bournemouth,eng Premier League,W 2-0,2,0,+2,45,2,0,0,0,2.4,2.4,+1.4,+1.4,1.2,0.8,-0.4,-0.4,-1.2,0.13,19,0.11,0.29,7,36.8,16.0,0,295,398,74.1,12,28,9,1,43,5802,2467,126,139,90.6,113,146,77.4,49,84,58.3,35,24,4,3,3,0,1,3,2,0,0,1,0,0,304,1633,861,21,13,10,20,6,294,43,294,43,304,1633,861,21,13,10,20,6,20,13,9,10,1,3,9,33.3,6,9,3,6,18,38,27,0,346,45,6,1,2,20,26,5,1,1,0,7,11,3,7,7,0,0,0,53,Match Report
27,Swansea City,2017-08-19,0.4,343,14,3,57,407,0,1516,8,338,,Manchester Utd,eng Premier League,L 0-4,0,4,-4,42,0,0,0,0,0.4,0.4,-2.6,-2.6,0.3,0.4,-0.4,-0.4,-0.3,0.08,5,0.00,,0,0.0,19.2,0,343,458,74.9,2,19,5,3,27,5747,2332,181,209,86.6,117,153,76.5,33,66,50.0,8,4,1,2,0,0,1,0,0,0,0,0,0,0,329,1516,746,14,14,3,13,13,338,26,338,26,329,1516,746,14,14,3,13,13,21,14,12,6,3,12,25,48.0,13,5,3,2,10,31,29,3,407,50,11,2,7,22,23,3,2,1,0,1,16,3,19,1,0,0,0,57,Match Report
28,Liverpool,2017-08-19,2.5,636,16,3,65,714,2,2965,41,629,,Crystal Palace,eng Premier League,W 1-0,1,0,+1,71,1,0,0,0,2.5,2.5,+1.8,+1.8,1.5,1.4,-1.5,-1.5,-1.5,0.11,23,0.04,0.08,13,56.5,18.6,2,636,763,83.4,14,59,11,3,71,10854,3749,289,327,88.4,269,312,86.2,60,87,69.0,41,26,2,6,5,2,0,2,2,0,0,0,0,0,549,2965,1551,33,22,5,16,17,629,71,629,71,549,2965,1551,33,22,5,16,17,24,16,6,14,4,6,16,37.5,10,5,1,4,6,30,11,0,714,47,14,2,2,22,23,4,2,0,0,2,13,3,17,2,0,0,0,65,Match Report
29,Bournemouth,2017-08-19,1.0,366,7,3,42,423,0,1713,9,363,,Watford,eng Premier League,L 0-2,0,2,-2,55,0,0,0,0,1.0,1.0,-1.4,-1.4,0.3,0.9,-1.0,-1.0,-0.3,0.17,6,0.00,0.00,2,33.3,12.5,0,366,483,75.8,3,49,4,1,42,7676,2895,112,139,80.6,204,241,84.6,49,91,53.8,9,7,1,0,1,0,0,0,0,0,0,0,0,0,281,1713,860,15,11,6,9,17,363,42,363,42,281,1713,860,15,11,6,9,17,11,7,4,6,1,5,14,35.7,9,13,5,8,8,19,34,0,423,59,21,0,1,15,21,8,5,1,0,1,7,3,25,1,0,0,0,42,Match Report
30,Leicester City,2017-08-19,2.0,355,9,2,51,429,3,2017,22,353,,Brighton,eng Premier League,W 2-0,2,0,+2,45,2,0,0,0,2.0,2.0,+1.8,+1.8,1.3,0.9,0.0,0.0,-0.3,0.15,14,0.14,0.50,4,28.6,18.2,1,355,470,75.5,8,20,3,1,33,6443,2362,161,185,87.0,140,182,76.9,44,79,55.7,22,14,2,1,1,4,0,3,1,1,0,1,0,0,304,2017,928,16,14,5,15,5,353,32,353,32,304,2017,928,16,14,5,15,5,11,9,5,6,0,4,9,44.4,5,7,3,4,6,17,19,0,429,40,11,1,2,19,17,6,5,0,0,1,5,2,8,1,0,0,0,51,Match Report
31,West Brom,2017-08-19,0.9,147,3,2,33,208,2,760,14,144,@,Burnley,eng Premier League,W 1-0,1,0,+1,34,1,0,0,0,0.9,0.9,-0.4,-0.4,0.7,0.6,+0.1,+0.1,+0.3,0.11,8,0.13,1.00,1,12.5,15.1,1,147,274,53.6,5,16,1,1,17,3097,1773,63,88,71.6,43,76,56.6,32,89,36.0,14,4,3,3,1,3,0,2,0,0,2,0,0,0,129,760,414,5,8,3,19,7,144,17,144,17,129,760,414,5,8,3,19,7,9,3,4,3,2,0,9,0.0,9,8,5,3,8,17,39,0,208,63,11,0,2,13,29,5,5,0,0,3,5,2,13,3,0,0,0,33,Match Report
32,West Ham,2017-08-19,2.0,213,9,3,35,268,2,1003,27,208,@,Southampton,eng Premier League,L 2-3,2,3,-1,34,2,0,0,0,2.0,2.0,-0.1,+1.5,0.8,0.6,0.0,0.0,-0.8,0.13,16,0.13,0.25,8,50.0,13.4,0,213,318,67.0,12,19,6,5,17,5307,2327,57,77,74.0,105,135,77.8,50,98,51.0,27,12,6,0,3,5,1,2,0,0,0,2,0,0,161,1003,311,2,4,0,4,8,208,17,208,17,161,1003,311,2,4,0,4,8,12,9,7,5,0,3,6,50.0,3,8,3,5,12,24,37,0,268,50,19,1,4,18,13,2,0,1,1,0,8,3,20,0,0,2,0,35,Match Report
33,Brighton,2017-08-19,0.2,463,6,2,47,526,0,2090,8,461,@,Leicester City,eng Premier League,L 0-2,0,2,-2,55,0,0,0,0,0.2,0.2,-1.8,-1.8,0.1,0.3,-0.2,-0.2,-0.1,0.03,5,0.00,0.00,2,40.0,25.2,0,463,573,80.8,2,36,5,2,55,9797,3363,142,159,89.3,228,262,87.0,87,132,65.9,8,8,0,0,0,0,0,0,0,0,0,0,0,0,326,2090,911,18,8,2,20,7,461,54,461,54,326,2090,911,18,8,2,20,7,11,6,8,3,0,6,14,42.9,8,9,6,3,9,20,22,2,526,45,9,0,9,17,22,2,0,2,0,2,7,2,27,2,0,0,0,47,Match Report
34,Manchester Utd,2017-08-19,3.0,542,11,3,56,596,7,2204,28,540,@,Swansea City,eng Premier League,W 4-0,4,0,+4,58,4,0,0,0,3.0,3.0,+2.6,+2.6,1.6,1.1,+1.0,+1.0,+1.4,0.18,17,0.24,0.50,8,47.1,18.3,1,542,637,85.1,12,29,5,0,38,8245,2715,287,315,91.1,181,206,87.9,41,76,53.9,28,21,2,2,1,2,0,7,5,0,1,1,0,0,419,2204,1152,23,25,4,14,9,540,37,540,37,419,2204,1152,23,25,4,14,9,16,11,6,7,3,3,8,37.5,5,10,0,10,17,33,32,0,596,41,12,2,3,20,13,5,3,2,0,0,3,3,13,0,0,0,0,56,Match Report
35,Newcastle Utd,2017-08-20,0.7,325,13,3,47,400,0,1043,22,325,@,Huddersfield,eng Premier League,L 0-1,0,1,-1,48,0,0,0,0,0.7,0.7,+0.5,+0.5,0.6,0.6,-0.7,-0.7,-0.6,0.06,13,0.00,0.00,5,38.5,18.2,0,325,463,70.2,9,24,8,2,41,6234,2671,142,172,82.6,125,158,79.1,52,99,52.5,22,17,3,1,0,1,0,0,0,0,0,0,0,0,223,1043,508,12,6,3,8,17,325,41,325,41,223,1043,508,12,6,3,8,17,18,13,10,6,2,11,16,68.8,5,14,1,13,7,25,28,1,400,58,16,0,2,14,29,3,2,1,0,5,17,3,22,5,0,0,0,47,Match Report
36,Tottenham,2017-08-20,0.7,536,9,3,41,591,0,1891,32,531,,Chelsea,eng Premier League,L 1-2,1,2,-1,68,0,0,0,0,0.7,0.7,0.0,0.0,0.6,0.7,-0.7,-0.7,-0.6,0.04,18,0.00,0.00,6,33.3,18.8,0,536,659,81.3,14,65,11,0,68,10558,3616,185,212,87.3,262,300,87.3,80,121,66.1,32,21,4,3,3,1,0,0,0,0,0,0,0,0,366,1891,912,19,16,5,10,20,531,64,531,64,366,1891,912,19,16,5,10,20,14,9,9,5,0,6,15,40.0,9,10,3,7,4,18,15,1,591,68,21,0,4,37,25,14,8,3,0,0,18,3,12,0,0,0,0,41,Match Report
37,Huddersfield,2017-08-20,0.3,375,13,3,53,451,2,1941,7,371,,Newcastle Utd,eng Premier League,W 1-0,1,0,+1,52,1,0,0,0,0.3,0.3,-0.5,-0.5,0.1,0.2,+0.7,+0.7,+0.9,0.04,7,0.14,0.33,3,42.9,23.0,0,375,505,74.3,3,13,3,0,32,7000,2298,154,181,85.1,170,203,83.7,44,91,48.4,7,6,0,0,1,0,0,2,2,0,0,0,0,0,350,1941,929,20,19,1,13,7,371,31,371,31,350,1941,929,20,19,1,13,7,24,13,14,9,1,7,16,43.8,9,20,5,15,18,42,31,0,451,50,15,1,3,20,23,7,4,1,0,4,15,3,14,4,0,0,0,53,Match Report
